SX,SY,SZ,EX,EY,EZ,Dia,Name
91924.5,169688.2,74276.2,87508.5,164694.5,76143.0,90.0,Pipe1171
86502.0,163556.3,76162.0,86505.9,161723.0,76185.0,90.0,Pipe1172
24391.2,266494.5,73054.8,21333.8,279391.4,72923.1,245.4,FWP20 (1)
58082.4,177031.7,76675.6,58071.5,178493.5,76693.8,0.0,Pipe1173
33200.1,205713.2,76692.9,33198.1,208096.9,76695.0,0.0,Pipe1174
27216.7,226441.1,76685.6,27216.7,228824.8,76685.6,0.0,Pipe1175
73924.4,241640.8,76693.7,71534.5,241634.5,76693.8,0.0,Pipe1176
92026.1,246326.1,76635.1,90564.2,246324.5,76635.2,0.0,Pipe1177
113525.4,241641.0,76693.7,111141.7,241640.9,76693.7,0.0,Pipe1178
141824.0,241668.0,76693.4,139440.3,241668.0,76693.4,0.0,Pipe1179
